ip,city,country,assignment,open_port_count,filtered_port_count,closed_port_count,tcpwrapped_count,total_vulnerabilities,exploit_risk_score,os_info,http_ports_open,ssh_ftp_ports_open,mail_ports_open,database_ports_open,remote_access_ports_open,has_web_service,has_ssh,has_database,has_high_severity_vuln,has_exploit_available,geographic_risk,port,port_status,service,is_open,is_common_vulnerable_port,exploit_label
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,40,open,unknown,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,41,open,graphics,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,42,open,nameserver,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,43,open,whois,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,44,open,mpm-flags,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,45,open,mpm,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,46,open,mpm-snd,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,47,open,ni-ftp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,48,open,auditd,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,49,open,tacacs,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,50,open,re-mail-ck,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,51,open,la-maint,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,52,open,xns-time,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,53,open,domain,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,54,open,xns-ch,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,55,open,isi-gl,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,56,open,xns-auth,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,57,open,priv-term,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,58,open,xns-mail,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,59,open,priv-file,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,60,open,unknown,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,61,open,ni-mail,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,62,open,acas,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,63,open,via-ftp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,64,open,covia,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,65,open,tacacs-ds,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,66,open,sqlnet,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,67,open,dhcps,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,68,open,dhcpc,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,69,open,tftp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,70,open,gopher,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,71,open,netrjs-1,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,72,open,netrjs-2,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,73,open,netrjs-3,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,74,open,netrjs-4,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,75,open,priv-dial,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,76,open,deos,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,77,open,priv-rje,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,78,open,vettcp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,79,open,finger,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,80,open,http,1,1,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,81,open,hosts2-ns,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,82,open,xfer,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,83,open,mit-ml-dev,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,84,open,ctf,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,85,open,mit-ml-dev,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,86,open,mfcobol,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,87,open,priv-term-l,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,88,open,kerberos-sec,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,89,open,su-mit-tg,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,90,open,dnsix,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,91,open,mit-dov,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,92,open,npp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,93,open,dcp,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,94,open,objcall,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,95,open,supdup,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,96,open,dixie,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,97,open,swift-rvf,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,98,open,linuxconf,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,99,open,metagram,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,100,open,newacct,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,1,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,2,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,3,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,4,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,5,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,6,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,7,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,8,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,9,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,10,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,11,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,12,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,13,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,14,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,15,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,16,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,17,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,18,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,19,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,20,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,21,open,tcpwrapped,1,1,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,22,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,23,open,tcpwrapped,1,1,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,24,open,tcpwrapped,1,0,0
140.150.31.27,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,25,open,tcpwrapped,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,1,open,tcpmux,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,2,open,compressnet,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,3,open,compressnet,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,4,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,5,open,rje,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,6,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,7,open,echo,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,8,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,9,open,discard,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,10,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,11,open,systat,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,12,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,13,open,daytime,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,14,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,15,open,netstat,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,16,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,17,open,qotd,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,18,open,msp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,19,open,chargen,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,20,open,ftp-data,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,21,open,ftp,1,1,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,22,open,ssh,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,23,open,telnet,1,1,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,24,open,priv-mail,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,25,open,smtp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,26,open,rsftp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,27,open,nsw-fe,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,28,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,29,open,msg-icp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,30,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,31,open,msg-auth,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,32,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,33,open,dsp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,34,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,35,open,priv-print,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,36,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,37,open,time,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,38,open,rap,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,39,open,rlp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,40,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,41,open,graphics,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,42,open,nameserver,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,43,open,whois,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,44,open,mpm-flags,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,45,open,mpm,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,46,open,mpm-snd,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,47,open,ni-ftp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,48,open,auditd,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,49,open,tacacs,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,50,open,re-mail-ck,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,51,open,la-maint,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,52,open,xns-time,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,53,open,domain,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,54,open,xns-ch,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,55,open,isi-gl,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,56,open,xns-auth,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,57,open,priv-term,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,58,open,xns-mail,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,59,open,priv-file,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,60,open,unknown,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,61,open,ni-mail,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,62,open,acas,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,63,open,via-ftp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,64,open,covia,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,65,open,tacacs-ds,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,66,open,sqlnet,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,67,open,dhcps,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,68,open,dhcpc,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,69,open,tftp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,70,open,gopher,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,71,open,netrjs-1,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,72,open,netrjs-2,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,73,open,netrjs-3,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,74,open,netrjs-4,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,75,open,priv-dial,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,76,open,deos,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,77,open,priv-rje,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,78,open,vettcp,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,79,open,finger,1,0,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,80,open,http,1,1,0
140.150.31.91,Toronto,Canada,AS54994 Meteverse Limited.,125,0,0,25,0,295,,1,4,2,0,2,1,1,0,0,0,0,81,open,hosts2-ns,1,0,0
